id,name,box_art_url,igdb_id
18526,The Elder Scrolls IV: Oblivion,https://static-cdn.jtvnw.net/ttv-boxart/18526_IGDB-{width}x{height}.jpg,59
1222194375,ICARUS,https://static-cdn.jtvnw.net/ttv-boxart/1222194375_IGDB-{width}x{height}.jpg,134813
1597660489,RESIDENT EVIL: requiem,https://static-cdn.jtvnw.net/ttv-boxart/1597660489_IGDB-{width}x{height}.jpg,347668
357593073,SpaceCraft,https://static-cdn.jtvnw.net/ttv-boxart/357593073_IGDB-{width}x{height}.jpg,324574
2147269874,Elders K.O.,https://static-cdn.jtvnw.net/ttv-boxart/2147269874_IGDB-{width}x{height}.jpg,398379
10609,Pokémon Emerald Version,https://static-cdn.jtvnw.net/ttv-boxart/10609_IGDB-{width}x{height}.jpg,1517
492934,RESIDENT EVIL 7 biohazard,https://static-cdn.jtvnw.net/ttv-boxart/492934_IGDB-{width}x{height}.jpg,19562
95030974,Underchoice,https://static-cdn.jtvnw.net/ttv-boxart/95030974_IGDB-{width}x{height}.jpg,386844
1119642287,Yu-Gi-Oh! Master Duel,https://static-cdn.jtvnw.net/ttv-boxart/1119642287_IGDB-{width}x{height}.jpg,159298
1158884259,Splatoon 3,https://static-cdn.jtvnw.net/ttv-boxart/1158884259_IGDB-{width}x{height}.jpg,143613
115977,The Witcher 3: Wild Hunt,https://static-cdn.jtvnw.net/ttv-boxart/115977_IGDB-{width}x{height}.jpg,1942
982017546,Palia,https://static-cdn.jtvnw.net/ttv-boxart/982017546_IGDB-{width}x{height}.jpg,151467
7595,Super Metroid,https://static-cdn.jtvnw.net/ttv-boxart/7595_IGDB-{width}x{height}.jpg,1103
1709404023,RF Online Next,https://static-cdn.jtvnw.net/ttv-boxart/1709404023_IGDB-{width}x{height}.jpg,401458
459676,Batman: Arkham Knight,https://static-cdn.jtvnw.net/ttv-boxart/459676_IGDB-{width}x{height}.jpg,5503
509538,Animal Crossing: New Horizons,https://static-cdn.jtvnw.net/ttv-boxart/509538_IGDB-{width}x{height}.jpg,109462
1329153872,Pokémon Pokopia,https://static-cdn.jtvnw.net/ttv-boxart/1329153872_IGDB-{width}x{height}.jpg,366893
653624336,Lies of P,https://static-cdn.jtvnw.net/ttv-boxart/653624336_IGDB-{width}x{height}.jpg,148241
502829,R2 Online: Reign of Revolution,https://static-cdn.jtvnw.net/ttv-boxart/502829_IGDB-{width}x{height}.jpg,91269
460316,Brawlhalla,https://static-cdn.jtvnw.net/ttv-boxart/460316_IGDB-{width}x{height}.jpg,10233
1229,Super Mario World,https://static-cdn.jtvnw.net/ttv-boxart/1229_IGDB-{width}x{height}.jpg,1070
1414860634,The Binding of Isaac: Repentance,https://static-cdn.jtvnw.net/ttv-boxart/1414860634_IGDB-{width}x{height}.jpg,228374
643774725,33 Immortals,https://static-cdn.jtvnw.net/ttv-boxart/643774725_IGDB-{width}x{height}.jpg,252828
515349,Lineage II,https://static-cdn.jtvnw.net/ttv-boxart/515349_IGDB-{width}x{height}.jpg,2971
512971,Chivalry 2,https://static-cdn.jtvnw.net/ttv-boxart/512971_IGDB-{width}x{height}.jpg,119342
346078625,Blood on the Clocktower,https://static-cdn.jtvnw.net/ttv-boxart/346078625_IGDB-{width}x{height}.jpg,256090
497304,Russian Fishing 4,https://static-cdn.jtvnw.net/ttv-boxart/497304_IGDB-{width}x{height}.jpg,56012
606416341,Eldarya,https://static-cdn.jtvnw.net/ttv-boxart/606416341_IGDB-{width}x{height}.jpg,46949
6369,God of War,https://static-cdn.jtvnw.net/ttv-boxart/6369_IGDB-{width}x{height}.jpg,19560
1261845181,Tour de France 2026,https://static-cdn.jtvnw.net/ttv-boxart/1261845181_IGDB-{width}x{height}.jpg,396261
31376,Terraria,https://static-cdn.jtvnw.net/ttv-boxart/31376_IGDB-{width}x{height}.jpg,1879
331373906,eFootball,https://static-cdn.jtvnw.net/ttv-boxart/331373906_IGDB-{width}x{height}.jpg,159096
443120295,Fun Park Simulator,https://static-cdn.jtvnw.net/ttv-boxart/443120295_IGDB-{width}x{height}.jpg,394165
1133341572,The First Berserker: Khazan,https://static-cdn.jtvnw.net/ttv-boxart/1133341572_IGDB-{width}x{height}.jpg,279643
460619,Ori and the Blind Forest,https://static-cdn.jtvnw.net/ttv-boxart/460619_IGDB-{width}x{height}.jpg,7344
1947375016,Windrose,https://static-cdn.jtvnw.net/ttv-boxart/1947375016_IGDB-{width}x{height}.jpg,380441
511391,Hollow Knight: Silksong,https://static-cdn.jtvnw.net/ttv-boxart/511391_IGDB-{width}x{height}.jpg,115289
2014795392,Infinity Nikki,https://static-cdn.jtvnw.net/ttv-boxart/2014795392_IGDB-{width}x{height}.jpg,228349
245266135,EA Sports UFC 6,https://static-cdn.jtvnw.net/ttv-boxart/245266135_IGDB-{width}x{height}.jpg,400095
8478471,"What Have You Done, Father?",https://static-cdn.jtvnw.net/ttv-boxart/8478471_IGDB-{width}x{height}.jpg,266452
723826053,Subnautica 2,https://static-cdn.jtvnw.net/ttv-boxart/723826053_IGDB-{width}x{height}.jpg,320140
1448964995,ARKNIGHTS: ENDFIELD,https://static-cdn.jtvnw.net/ttv-boxart/1448964995_IGDB-{width}x{height}.jpg,194558
506415, SEKIRO: SHADOWS DIE TWICE,https://static-cdn.jtvnw.net/ttv-boxart/506415_IGDB-{width}x{height}.jpg,76882
497480,Detroit: Become Human,https://static-cdn.jtvnw.net/ttv-boxart/497480_IGDB-{width}x{height}.jpg,14362
512980,Fall Guys,https://static-cdn.jtvnw.net/ttv-boxart/512980-{width}x{height}.jpg,119313
979918349,Expedition: Into Darkness,https://static-cdn.jtvnw.net/ttv-boxart/979918349_IGDB-{width}x{height}.jpg,324300
2099548241,"Mazebound: Hunt, Gather, Run!",https://static-cdn.jtvnw.net/ttv-boxart/2099548241_IGDB-{width}x{height}.jpg,368415
68351,Mount & Blade II: Bannerlord,https://static-cdn.jtvnw.net/ttv-boxart/68351_IGDB-{width}x{height}.jpg,9608
1397210469,Miniatures & Models,https://static-cdn.jtvnw.net/ttv-boxart/1397210469-{width}x{height}.jpg,
766571430,HELLDIVERS 2,https://static-cdn.jtvnw.net/ttv-boxart/766571430_IGDB-{width}x{height}.jpg,250616
490147,Hollow Knight,https://static-cdn.jtvnw.net/ttv-boxart/490147_IGDB-{width}x{height}.jpg,14593
506246,Fallout 76,https://static-cdn.jtvnw.net/ttv-boxart/506246-{width}x{height}.jpg,103020
493551,Conan Exiles,https://static-cdn.jtvnw.net/ttv-boxart/493551_IGDB-{width}x{height}.jpg,16999
1447325110,The Texas Chain Saw Massacre,https://static-cdn.jtvnw.net/ttv-boxart/1447325110_IGDB-{width}x{height}.jpg,185238
2133072147,Mir Korabley,https://static-cdn.jtvnw.net/ttv-boxart/2133072147_IGDB-{width}x{height}.jpg,243611
1313351584,Football Manager 26,https://static-cdn.jtvnw.net/ttv-boxart/1313351584_IGDB-{width}x{height}.jpg,365487
75467,Euro Truck Simulator 2,https://static-cdn.jtvnw.net/ttv-boxart/75467-{width}x{height}.jpg,
670867987,Pokémon Scarlet/Violet,https://static-cdn.jtvnw.net/ttv-boxart/670867987-{width}x{height}.jpg,
514858,League of Legends: Wild Rift,https://static-cdn.jtvnw.net/ttv-boxart/514858-{width}x{height}.jpg,124700
488634,Don't Starve Together,https://static-cdn.jtvnw.net/ttv-boxart/488634_IGDB-{width}x{height}.jpg,17832
1132676248,Moldwasher,https://static-cdn.jtvnw.net/ttv-boxart/1132676248_IGDB-{width}x{height}.jpg,342738
9178,Halo 3,https://static-cdn.jtvnw.net/ttv-boxart/9178_IGDB-{width}x{height}.jpg,987
509549,Pummel Party,https://static-cdn.jtvnw.net/ttv-boxart/509549_IGDB-{width}x{height}.jpg,105322
483277575,PokéRogue,https://static-cdn.jtvnw.net/ttv-boxart/483277575_IGDB-{width}x{height}.jpg,295252
494436328,The Bazaar,https://static-cdn.jtvnw.net/ttv-boxart/494436328_IGDB-{width}x{height}.jpg,144274
516866,Stalzone,https://static-cdn.jtvnw.net/ttv-boxart/516866_IGDB-{width}x{height}.jpg,133748
2059463486,Waterpark Simulator,https://static-cdn.jtvnw.net/ttv-boxart/2059463486_IGDB-{width}x{height}.jpg,348648
2066107586,Escape the Backrooms,https://static-cdn.jtvnw.net/ttv-boxart/2066107586_IGDB-{width}x{height}.jpg,197202
1535225577,The Last of Us Part II Remastered,https://static-cdn.jtvnw.net/ttv-boxart/1535225577_IGDB-{width}x{height}.jpg,277143
11988,FINAL FANTASY VII,https://static-cdn.jtvnw.net/ttv-boxart/11988_IGDB-{width}x{height}.jpg,427
551919008,EA Sports College Football 26,https://static-cdn.jtvnw.net/ttv-boxart/551919008_IGDB-{width}x{height}.jpg,329146
488922836,Solarpunk,https://static-cdn.jtvnw.net/ttv-boxart/488922836_IGDB-{width}x{height}.jpg,194950
1788326126,Diablo II: Resurrected,https://static-cdn.jtvnw.net/ttv-boxart/1788326126-{width}x{height}.jpg,142803
505705,Noita,https://static-cdn.jtvnw.net/ttv-boxart/505705_IGDB-{width}x{height}.jpg,52006
490655,Pokémon GO,https://static-cdn.jtvnw.net/ttv-boxart/490655_IGDB-{width}x{height}.jpg,12515
1487402441,Farever,https://static-cdn.jtvnw.net/ttv-boxart/1487402441_IGDB-{width}x{height}.jpg,348295
278888515,Gartic Phone,https://static-cdn.jtvnw.net/ttv-boxart/278888515_IGDB-{width}x{height}.jpg,140781
904864974,Mortal Kombat 1,https://static-cdn.jtvnw.net/ttv-boxart/904864974_IGDB-{width}x{height}.jpg,239392
102007682,God of War Ragnarök,https://static-cdn.jtvnw.net/ttv-boxart/102007682_IGDB-{width}x{height}.jpg,112875
509664,Tabletop RPGs,https://static-cdn.jtvnw.net/ttv-boxart/509664-{width}x{height}.jpg,
494099,Kingdom Hearts HD 1.5 + 2.5 ReMIX,https://static-cdn.jtvnw.net/ttv-boxart/494099-{width}x{height}.jpg,
199665106,Hassle Online,https://static-cdn.jtvnw.net/ttv-boxart/199665106_IGDB-{width}x{height}.jpg,208166
589680527,Star Fox,https://static-cdn.jtvnw.net/ttv-boxart/589680527_IGDB-{width}x{height}.jpg,400709
417969,Halo: The Master Chief Collection,https://static-cdn.jtvnw.net/ttv-boxart/417969-{width}x{height}.jpg,
494806,Metaphor: ReFantazio,https://static-cdn.jtvnw.net/ttv-boxart/494806_IGDB-{width}x{height}.jpg,26602
510056,Epic Seven,https://static-cdn.jtvnw.net/ttv-boxart/510056_IGDB-{width}x{height}.jpg,112191
1757868477,Dragon Quest I & II HD-2D Remake,https://static-cdn.jtvnw.net/ttv-boxart/1757868477_IGDB-{width}x{height}.jpg,306144
1036710512,Palworld,https://static-cdn.jtvnw.net/ttv-boxart/1036710512_IGDB-{width}x{height}.jpg,151665
1982936547,Pokémon,https://static-cdn.jtvnw.net/ttv-boxart/1982936547_IGDB-{width}x{height}.jpg,266836
223869970,"Warhammer 40,000: Space Marine II",https://static-cdn.jtvnw.net/ttv-boxart/223869970_IGDB-{width}x{height}.jpg,185252
1064893715,Resident Evil 3,https://static-cdn.jtvnw.net/ttv-boxart/1064893715_IGDB-{width}x{height}.jpg,115115
451007760,My Hero Ultra Rumble,https://static-cdn.jtvnw.net/ttv-boxart/451007760_IGDB-{width}x{height}.jpg,213639
1308902712,Road to Empress I,https://static-cdn.jtvnw.net/ttv-boxart/1308902712_IGDB-{width}x{height}.jpg,351103
2121806469,S.T.A.L.K.E.R. G.A.M.M.A.,https://static-cdn.jtvnw.net/ttv-boxart/2121806469_IGDB-{width}x{height}.jpg,227211
489170,DARK SOULS II: Scholar of the First Sin,https://static-cdn.jtvnw.net/ttv-boxart/489170_IGDB-{width}x{height}.jpg,8222
1785154038,Rune Factory 4 Special,https://static-cdn.jtvnw.net/ttv-boxart/1785154038_IGDB-{width}x{height}.jpg,115278
32742,Kerbal Space Program,https://static-cdn.jtvnw.net/ttv-boxart/32742_IGDB-{width}x{height}.jpg,3102
517528,LABYRINTHINE,https://static-cdn.jtvnw.net/ttv-boxart/517528_IGDB-{width}x{height}.jpg,133409
1786996772,NEO TITAN,https://static-cdn.jtvnw.net/ttv-boxart/1786996772_IGDB-{width}x{height}.jpg,399362
494683,theHunter: Call of the Wild,https://static-cdn.jtvnw.net/ttv-boxart/494683_IGDB-{width}x{height}.jpg,26381
510218,Among Us,https://static-cdn.jtvnw.net/ttv-boxart/510218_IGDB-{width}x{height}.jpg,111469
504461,Super Smash Bros. Ultimate,https://static-cdn.jtvnw.net/ttv-boxart/504461_IGDB-{width}x{height}.jpg,90101
43579844,Lego & Brickbuilding,https://static-cdn.jtvnw.net/ttv-boxart/43579844-{width}x{height}.jpg,
495811,SCUM,https://static-cdn.jtvnw.net/ttv-boxart/495811_IGDB-{width}x{height}.jpg,31712
26424,Professor Layton and the Miracle Mask,https://static-cdn.jtvnw.net/ttv-boxart/26424_IGDB-{width}x{height}.jpg,1401
1669470662,EverQuest Legends,https://static-cdn.jtvnw.net/ttv-boxart/1669470662_IGDB-{width}x{height}.jpg,395827
509577,Dungeons & Dragons,https://static-cdn.jtvnw.net/ttv-boxart/509577-{width}x{height}.jpg,
493815,Oxygen Not Included,https://static-cdn.jtvnw.net/ttv-boxart/493815_IGDB-{width}x{height}.jpg,19542
460090,Subnautica,https://static-cdn.jtvnw.net/ttv-boxart/460090_IGDB-{width}x{height}.jpg,9254
428,Space Ace,https://static-cdn.jtvnw.net/ttv-boxart/428_IGDB-{width}x{height}.jpg,5454
509670,Science & Technology,https://static-cdn.jtvnw.net/ttv-boxart/509670-{width}x{height}.jpg,
1398657661,Anime Squad,https://static-cdn.jtvnw.net/ttv-boxart/1398657661_IGDB-{width}x{height}.jpg,159518
18846,Garry's Mod,https://static-cdn.jtvnw.net/ttv-boxart/18846_IGDB-{width}x{height}.jpg,3278
506462,Control,https://static-cdn.jtvnw.net/ttv-boxart/506462_IGDB-{width}x{height}.jpg,103329
1408630947,Witchspire,https://static-cdn.jtvnw.net/ttv-boxart/1408630947_IGDB-{width}x{height}.jpg,362094
511399,Super Mario Maker 2,https://static-cdn.jtvnw.net/ttv-boxart/511399_IGDB-{width}x{height}.jpg,115276
1173887206,"Warhammer 40,000: Rogue Trader",https://static-cdn.jtvnw.net/ttv-boxart/1173887206_IGDB-{width}x{height}.jpg,203259
458619,Middle-earth: Shadow of Mordor,https://static-cdn.jtvnw.net/ttv-boxart/458619_IGDB-{width}x{height}.jpg,3025
898940229,AstroScaper,https://static-cdn.jtvnw.net/ttv-boxart/898940229_IGDB-{width}x{height}.jpg,337774
1869211376,Pokémon Añil,https://static-cdn.jtvnw.net/ttv-boxart/1869211376_IGDB-{width}x{height}.jpg,241776
369590,Super Mario 3D World,https://static-cdn.jtvnw.net/ttv-boxart/369590_IGDB-{width}x{height}.jpg,2180
1102949822,FINAL FANTASY VII REBIRTH,https://static-cdn.jtvnw.net/ttv-boxart/1102949822_IGDB-{width}x{height}.jpg,133236
1780647523,HITMAN World of Assassination,https://static-cdn.jtvnw.net/ttv-boxart/1780647523_IGDB-{width}x{height}.jpg,233571
33175,South Park: The Stick of Truth,https://static-cdn.jtvnw.net/ttv-boxart/33175_IGDB-{width}x{height}.jpg,1262
11026,Wolverine: Adamantium Rage,https://static-cdn.jtvnw.net/ttv-boxart/11026_IGDB-{width}x{height}.jpg,46250
1468190144,Aion,https://static-cdn.jtvnw.net/ttv-boxart/1468190144_IGDB-{width}x{height}.jpg,563
514888,Crusader Kings III,https://static-cdn.jtvnw.net/ttv-boxart/514888_IGDB-{width}x{height}.jpg,124954
489401,Call of Duty: Black Ops III,https://static-cdn.jtvnw.net/ttv-boxart/489401_IGDB-{width}x{height}.jpg,9509
1438034030,goblinAmerica,https://static-cdn.jtvnw.net/ttv-boxart/1438034030_IGDB-{width}x{height}.jpg,271228
1095275650,Hogwarts Legacy,https://static-cdn.jtvnw.net/ttv-boxart/1095275650_IGDB-{width}x{height}.jpg,136625
1420,HλLF-LIFE²,https://static-cdn.jtvnw.net/ttv-boxart/1420_IGDB-{width}x{height}.jpg,233
515186,Crimson Desert,https://static-cdn.jtvnw.net/ttv-boxart/515186_IGDB-{width}x{height}.jpg,125633
1517377137,RV There Yet?,https://static-cdn.jtvnw.net/ttv-boxart/1517377137_IGDB-{width}x{height}.jpg,373580
1654,Gothic II,https://static-cdn.jtvnw.net/ttv-boxart/1654_IGDB-{width}x{height}.jpg,2262
676313093,WWE 2K26,https://static-cdn.jtvnw.net/ttv-boxart/676313093_IGDB-{width}x{height}.jpg,387782
340920845,Backpack Battles,https://static-cdn.jtvnw.net/ttv-boxart/340920845_IGDB-{width}x{height}.jpg,253659
459064,Cuphead,https://static-cdn.jtvnw.net/ttv-boxart/459064_IGDB-{width}x{height}.jpg,9061
1987896617,Dune: Awakening,https://static-cdn.jtvnw.net/ttv-boxart/1987896617_IGDB-{width}x{height}.jpg,214394
418410192,One Piece Card Game,https://static-cdn.jtvnw.net/ttv-boxart/418410192-{width}x{height}.jpg,
1826300051,Mario Kart World,https://static-cdn.jtvnw.net/ttv-boxart/1826300051_IGDB-{width}x{height}.jpg,338067
490959,Zwift,https://static-cdn.jtvnw.net/ttv-boxart/490959_IGDB-{width}x{height}.jpg,300513
489335,Outer Wilds,https://static-cdn.jtvnw.net/ttv-boxart/489335_IGDB-{width}x{height}.jpg,11737
737987407,Enshrouded,https://static-cdn.jtvnw.net/ttv-boxart/737987407_IGDB-{width}x{height}.jpg,248643
15229,Ragnarok Online,https://static-cdn.jtvnw.net/ttv-boxart/15229_IGDB-{width}x{height}.jpg,318
960705568,Assassin's Creed Shadows,https://static-cdn.jtvnw.net/ttv-boxart/960705568_IGDB-{width}x{height}.jpg,300976
2099590881,Out of the Park Baseball 27,https://static-cdn.jtvnw.net/ttv-boxart/2099590881_IGDB-{width}x{height}.jpg,387240
21934,Star Wars: The Old Republic,https://static-cdn.jtvnw.net/ttv-boxart/21934_IGDB-{width}x{height}.jpg,114
76929895,The Seven Deadly Sins: Origin,https://static-cdn.jtvnw.net/ttv-boxart/76929895_IGDB-{width}x{height}.jpg,194143
506416,Halo Infinite,https://static-cdn.jtvnw.net/ttv-boxart/506416-{width}x{height}.jpg,103281
762292943,MIMESIS,https://static-cdn.jtvnw.net/ttv-boxart/762292943_IGDB-{width}x{height}.jpg,343183
511864,Persona 5 Royal,https://static-cdn.jtvnw.net/ttv-boxart/511864_IGDB-{width}x{height}.jpg,114283
497467,Monster Hunter: World,https://static-cdn.jtvnw.net/ttv-boxart/497467_IGDB-{width}x{height}.jpg,36926
107194810,Phoenix Wright: Ace Attorney Trilogy,https://static-cdn.jtvnw.net/ttv-boxart/107194810_IGDB-{width}x{height}.jpg,21610
499856,Ghost of Tsushima,https://static-cdn.jtvnw.net/ttv-boxart/499856_IGDB-{width}x{height}.jpg,75235
516173984,Cult of the Lamb,https://static-cdn.jtvnw.net/ttv-boxart/516173984_IGDB-{width}x{height}.jpg,165351
2021334265,Project Motor Racing,https://static-cdn.jtvnw.net/ttv-boxart/2021334265_IGDB-{width}x{height}.jpg,342092
504549837,Frog Sqwad,https://static-cdn.jtvnw.net/ttv-boxart/504549837_IGDB-{width}x{height}.jpg,381087
2104758320,The First Descendant,https://static-cdn.jtvnw.net/ttv-boxart/2104758320_IGDB-{width}x{height}.jpg,208476
489111,Summoners War: Sky Arena,https://static-cdn.jtvnw.net/ttv-boxart/489111_IGDB-{width}x{height}.jpg,23622
1846512643,Borderlands 4,https://static-cdn.jtvnw.net/ttv-boxart/1846512643_IGDB-{width}x{height}.jpg,314246
1804231074,MapleStory Worlds,https://static-cdn.jtvnw.net/ttv-boxart/1804231074_IGDB-{width}x{height}.jpg,215955
1083036494,Assetto Corsa EVO,https://static-cdn.jtvnw.net/ttv-boxart/1083036494_IGDB-{width}x{height}.jpg,266155
733916086,Tape To Tape,https://static-cdn.jtvnw.net/ttv-boxart/733916086_IGDB-{width}x{height}.jpg,190280
2083,RuneScape,https://static-cdn.jtvnw.net/ttv-boxart/2083_IGDB-{width}x{height}.jpg,5611
458443,Alien: Isolation,https://static-cdn.jtvnw.net/ttv-boxart/458443_IGDB-{width}x{height}.jpg,4754
801541637,DRAGON BALL GEKISHIN SQUADRA,https://static-cdn.jtvnw.net/ttv-boxart/801541637_IGDB-{width}x{height}.jpg,314178
772157971,Writing & Reading,https://static-cdn.jtvnw.net/ttv-boxart/772157971-{width}x{height}.jpg,
5360,Resident Evil,https://static-cdn.jtvnw.net/ttv-boxart/5360_IGDB-{width}x{height}.jpg,424
1568081763,Mass Effect Legendary Edition,https://static-cdn.jtvnw.net/ttv-boxart/1568081763-{width}x{height}.jpg,
489635,ARK: Survival Evolved,https://static-cdn.jtvnw.net/ttv-boxart/489635-{width}x{height}.jpg,10239
516086,Grounded,https://static-cdn.jtvnw.net/ttv-boxart/516086_IGDB-{width}x{height}.jpg,125624
30720,The Wolf Among Us,https://static-cdn.jtvnw.net/ttv-boxart/30720_IGDB-{width}x{height}.jpg,2993
512864,Eternal Return,https://static-cdn.jtvnw.net/ttv-boxart/512864_IGDB-{width}x{height}.jpg,135842
14333696,Goose Goose Duck,https://static-cdn.jtvnw.net/ttv-boxart/14333696_IGDB-{width}x{height}.jpg,144442
493997,Super Mario Odyssey,https://static-cdn.jtvnw.net/ttv-boxart/493997_IGDB-{width}x{height}.jpg,26758
2013539540,Blue Prince,https://static-cdn.jtvnw.net/ttv-boxart/2013539540_IGDB-{width}x{height}.jpg,149657
2124871354,RuneScape: Dragonwilds,https://static-cdn.jtvnw.net/ttv-boxart/2124871354_IGDB-{width}x{height}.jpg,337712
547501449,Frostpunk 2,https://static-cdn.jtvnw.net/ttv-boxart/547501449_IGDB-{width}x{height}.jpg,164290
12686,Monster Hunter Freedom,https://static-cdn.jtvnw.net/ttv-boxart/12686_IGDB-{width}x{height}.jpg,2269
478407715,Arma Reforger,https://static-cdn.jtvnw.net/ttv-boxart/478407715_IGDB-{width}x{height}.jpg,201789
966704637,MIR 4,https://static-cdn.jtvnw.net/ttv-boxart/966704637_IGDB-{width}x{height}.jpg,162235
490382,For Honor,https://static-cdn.jtvnw.net/ttv-boxart/490382-{width}x{height}.jpg,11162
9435,The Legend of Zelda: A Link to the Past,https://static-cdn.jtvnw.net/ttv-boxart/9435_IGDB-{width}x{height}.jpg,1026
778386489,The Last of Us Part I,https://static-cdn.jtvnw.net/ttv-boxart/778386489_IGDB-{width}x{height}.jpg,204350
1913410799,Total War: WARHAMMER III,https://static-cdn.jtvnw.net/ttv-boxart/1913410799_IGDB-{width}x{height}.jpg,143114
1937599489,The Quarry,https://static-cdn.jtvnw.net/ttv-boxart/1937599489_IGDB-{width}x{height}.jpg,194404
1448308190,PGA TOUR 2K25,https://static-cdn.jtvnw.net/ttv-boxart/1448308190_IGDB-{width}x{height}.jpg,328079
98473926,Megabonk,https://static-cdn.jtvnw.net/ttv-boxart/98473926_IGDB-{width}x{height}.jpg,327405
997367275,Pokémon Legends: Z-A,https://static-cdn.jtvnw.net/ttv-boxart/997367275_IGDB-{width}x{height}.jpg,288327
1359747563,Mythic Love: Iberian Legends,https://static-cdn.jtvnw.net/ttv-boxart/1359747563_IGDB-{width}x{height}.jpg,386288
518014,Gran Turismo 7,https://static-cdn.jtvnw.net/ttv-boxart/518014_IGDB-{width}x{height}.jpg,101006
8645,Resident Evil 2,https://static-cdn.jtvnw.net/ttv-boxart/8645_IGDB-{width}x{height}.jpg,880
1306936545,NEXTRP,https://static-cdn.jtvnw.net/ttv-boxart/1306936545_IGDB-{width}x{height}.jpg,333819
515066,SnowRunner,https://static-cdn.jtvnw.net/ttv-boxart/515066-{width}x{height}.jpg,107215
458781,No Man's Sky,https://static-cdn.jtvnw.net/ttv-boxart/458781_IGDB-{width}x{height}.jpg,3225
508948,Raid: Shadow Legends,https://static-cdn.jtvnw.net/ttv-boxart/508948_IGDB-{width}x{height}.jpg,109029
745589378,Balatro,https://static-cdn.jtvnw.net/ttv-boxart/745589378_IGDB-{width}x{height}.jpg,251833
10708,Ape Escape 2,https://static-cdn.jtvnw.net/ttv-boxart/10708_IGDB-{width}x{height}.jpg,6063
1813168901,LEGO Batman: Legacy of the Dark Knight,https://static-cdn.jtvnw.net/ttv-boxart/1813168901_IGDB-{width}x{height}.jpg,361855
518144,The Outlast Trials,https://static-cdn.jtvnw.net/ttv-boxart/518144_IGDB-{width}x{height}.jpg,127165
1818022966,Pro Cycling Manager 26,https://static-cdn.jtvnw.net/ttv-boxart/1818022966_IGDB-{width}x{height}.jpg,396260
512989,Spiritfarer,https://static-cdn.jtvnw.net/ttv-boxart/512989_IGDB-{width}x{height}.jpg,119304
542560980,Until Dawn,https://static-cdn.jtvnw.net/ttv-boxart/542560980_IGDB-{width}x{height}.jpg,284721
504735,Shadow of the Tomb Raider,https://static-cdn.jtvnw.net/ttv-boxart/504735_IGDB-{width}x{height}.jpg,37777
73586,Outlast,https://static-cdn.jtvnw.net/ttv-boxart/73586_IGDB-{width}x{height}.jpg,1910
406350467,Deer & Boy,https://static-cdn.jtvnw.net/ttv-boxart/406350467_IGDB-{width}x{height}.jpg,202138
2128139746,The Quinfall,https://static-cdn.jtvnw.net/ttv-boxart/2128139746_IGDB-{width}x{height}.jpg,238564
515619,Pathfinder: Wrath of the Righteous,https://static-cdn.jtvnw.net/ttv-boxart/515619_IGDB-{width}x{height}.jpg,127254
18707,Grand Theft Auto IV,https://static-cdn.jtvnw.net/ttv-boxart/18707_IGDB-{width}x{height}.jpg,731
1330093788,Voices of the Void,https://static-cdn.jtvnw.net/ttv-boxart/1330093788_IGDB-{width}x{height}.jpg,224415
458353,Darkest Dungeon,https://static-cdn.jtvnw.net/ttv-boxart/458353_IGDB-{width}x{height}.jpg,8965
2692,Super Mario 64,https://static-cdn.jtvnw.net/ttv-boxart/2692_IGDB-{width}x{height}.jpg,1074
493217,Gwent: The Witcher Card Game,https://static-cdn.jtvnw.net/ttv-boxart/493217_IGDB-{width}x{height}.jpg,19474
460651,Star Fox Zero,https://static-cdn.jtvnw.net/ttv-boxart/460651_IGDB-{width}x{height}.jpg,11196
1844320959,The Mound: Omen of Cthulhu,https://static-cdn.jtvnw.net/ttv-boxart/1844320959_IGDB-{width}x{height}.jpg,334673
498417,Vintage Story,https://static-cdn.jtvnw.net/ttv-boxart/498417_IGDB-{width}x{height}.jpg,69547
506407,Gears 5,https://static-cdn.jtvnw.net/ttv-boxart/506407_IGDB-{width}x{height}.jpg,103292
10322,FINAL FANTASY X,https://static-cdn.jtvnw.net/ttv-boxart/10322_IGDB-{width}x{height}.jpg,418
518379,Pokémon UNITE,https://static-cdn.jtvnw.net/ttv-boxart/518379_IGDB-{width}x{height}.jpg,135381
1274531553,The Dark Pictures Anthology: House of Ashes,https://static-cdn.jtvnw.net/ttv-boxart/1274531553_IGDB-{width}x{height}.jpg,140617
518017,Resident Evil Village,https://static-cdn.jtvnw.net/ttv-boxart/518017_IGDB-{width}x{height}.jpg,55163
1509529923,Burglin' Gnomes,https://static-cdn.jtvnw.net/ttv-boxart/1509529923_IGDB-{width}x{height}.jpg,383882
391475,Space Engineers,https://static-cdn.jtvnw.net/ttv-boxart/391475_IGDB-{width}x{height}.jpg,3239
275186889,BALL x PIT,https://static-cdn.jtvnw.net/ttv-boxart/275186889_IGDB-{width}x{height}.jpg,346035
10229,FINAL FANTASY XI ONLINE,https://static-cdn.jtvnw.net/ttv-boxart/10229_IGDB-{width}x{height}.jpg,411
492535,Celeste,https://static-cdn.jtvnw.net/ttv-boxart/492535_IGDB-{width}x{height}.jpg,26226
14660,Diddy Kong Racing,https://static-cdn.jtvnw.net/ttv-boxart/14660_IGDB-{width}x{height}.jpg,2723
2085980140,Lethal Company,https://static-cdn.jtvnw.net/ttv-boxart/2085980140_IGDB-{width}x{height}.jpg,212089
